sample_id,customer_id,template_id,text,intent,split,source,dataset_version
S0244,C0226,refund_status-04,麻烦确认一下，已经退货了我想查钱的去向。,refund_status,train,course-authored-synthetic,1.0.0
S0245,C0172,refund_status-08,我只想查询退款到账时间。,refund_status,train,course-authored-synthetic,1.0.0
S0246,C0187,return_request-02,你好，退货地址在哪里？,return_request,train,course-authored-synthetic,1.0.0
S0247,C0075,invoice-05,订单可以开公司发票吗。,invoice,train,course-authored-synthetic,1.0.0
S0248,C0216,complaint-17,想请你帮忙：物流已经到了，投诉的是客服辱骂。,complaint,test,course-authored-synthetic,1.0.0
S0249,C0078,exchange_request-13,想请你帮忙：能换成同价的另一个规格吗。,exchange_request,validation,course-authored-synthetic,1.0.0
S0250,C0069,invoice-04,你好，发票在哪里下载？,invoice,train,course-authored-synthetic,1.0.0
S0251,C0180,shipping_status-12,麻烦确认一下，物流停在中转站两天了。,shipping_status,validation,course-authored-synthetic,1.0.0
S0252,C0253,technical_help-12,我这边的情况是：重置以后如何重新联网，谢谢。,technical_help,validation,course-authored-synthetic,1.0.0
S0253,C0250,shipping_status-09,我这边的情况是：包裹还在配送中吗，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S0254,C0184,warranty-15,想请你帮忙：维修后的设备多久寄回来。,warranty,validation,course-authored-synthetic,1.0.0
S0255,C0037,invoice-18,麻烦确认一下，报销需要税务票据，如何申请。,invoice,test,course-authored-synthetic,1.0.0
S0256,C0077,cancel_order-18,我这边的情况是：未支付的购买记录能撤掉吗，谢谢。,cancel_order,test,course-authored-synthetic,1.0.0
S0257,C0093,change_address-17,麻烦确认一下，别取消订单，只改收货电话。,change_address,test,course-authored-synthetic,1.0.0
S0258,C0043,refund_status-00,我这边的情况是：退款什么时候到账，谢谢。,refund_status,train,course-authored-synthetic,1.0.0
S0259,C0155,payment-14,想请你帮忙：结算时总是提示交易异常。,payment,validation,course-authored-synthetic,1.0.0
S0260,C0202,product_info-03,麻烦确认一下，产品支持哪些接口。,product_info,train,course-authored-synthetic,1.0.0
S0261,C0168,refund_status-10,我这边的情况是：账户里没看到退回款项，谢谢。,refund_status,train,course-authored-synthetic,1.0.0
S0262,C0181,invoice-11,开票金额不对请处理。,invoice,train,course-authored-synthetic,1.0.0
S0263,C0057,cancel_order-10,麻烦确认一下，请取消这个预订。,cancel_order,train,course-authored-synthetic,1.0.0
S0264,C0001,unknown-validation-06,你好，写一首关于春天的诗？,unknown,validation,course-authored-synthetic,1.0.0
S0265,C0144,exchange_request-17,你好，不要退钱，只把商品换掉？,exchange_request,test,course-authored-synthetic,1.0.0
S0266,C0078,exchange_request-13,我这边的情况是：能换成同价的另一个规格吗，谢谢。,exchange_request,validation,course-authored-synthetic,1.0.0
S0267,C0078,exchange_request-13,麻烦确认一下，能换成同价的另一个规格吗。,exchange_request,validation,course-authored-synthetic,1.0.0
S0268,C0002,cancel_order-02,想请你帮忙：帮我取消未发出的订单。,cancel_order,train,course-authored-synthetic,1.0.0
S0269,C0150,invoice-14,你好，公司抬头的电子票能补开吗？,invoice,validation,course-authored-synthetic,1.0.0
S0270,C0068,warranty-03,想请你帮忙：保修卡丢了还能修吗。,warranty,train,course-authored-synthetic,1.0.0
S0271,C0239,warranty-09,你好，设备损坏需要售后维修？,warranty,train,course-authored-synthetic,1.0.0
S0272,C0195,invoice-12,麻烦确认一下，已付款想取得报销发票。,invoice,validation,course-authored-synthetic,1.0.0
S0273,C0229,complaint-11,想请你帮忙：告诉我服务投诉电话。,complaint,train,course-authored-synthetic,1.0.0
S0274,C0145,exchange_request-19,你好，售后请走换新流程，不走退货？,exchange_request,test,course-authored-synthetic,1.0.0
S0275,C0009,warranty-18,你好，过了质保期更换零件要多少钱？,warranty,test,course-authored-synthetic,1.0.0
S0276,C0237,technical_help-16,麻烦确认一下，不想送修，先教我如何重置。,technical_help,test,course-authored-synthetic,1.0.0
S0277,C0214,payment-00,麻烦确认一下，付款失败怎么办。,payment,train,course-authored-synthetic,1.0.0
S0278,C0188,technical_help-13,麻烦确认一下，固件更新卡住了怎么恢复。,technical_help,validation,course-authored-synthetic,1.0.0
S0279,C0068,warranty-03,保修卡丢了还能修吗。,warranty,train,course-authored-synthetic,1.0.0
S0280,C0087,product_info-06,我这边的情况是：两款型号有什么区别，谢谢。,product_info,train,course-authored-synthetic,1.0.0
S0281,C0114,complaint-14,多次推诿处理希望主管介入。,complaint,validation,course-authored-synthetic,1.0.0
S0282,C0141,shipping_status-03,想请你帮忙：包裹什么时候能送到。,shipping_status,train,course-authored-synthetic,1.0.0
S0283,C0232,technical_help-18,想请你帮忙：无线连线老掉，能指导设置吗。,technical_help,test,course-authored-synthetic,1.0.0
S0284,C0211,unknown-test-07,麻烦确认一下，能不能帮我规划旅游路线。,unknown,test,course-authored-synthetic,1.0.0
S0285,C0103,complaint-03,麻烦确认一下，我要找主管反馈服务问题。,complaint,train,course-authored-synthetic,1.0.0
S0286,C0036,exchange_request-10,我这边的情况是：尺寸不合适想换件大的，谢谢。,exchange_request,train,course-authored-synthetic,1.0.0
S0287,C0251,complaint-19,我这边的情况是：普通咨询解决不了，我要求负责人受理服务申诉，谢谢。,complaint,test,course-authored-synthetic,1.0.0
S0288,C0093,change_address-17,我这边的情况是：别取消订单，只改收货电话，谢谢。,change_address,test,course-authored-synthetic,1.0.0
S0289,C0175,product_info-16,我这边的情况是：不是安装求助，我还在选购型号，谢谢。,product_info,test,course-authored-synthetic,1.0.0
S0290,C0101,change_address-06,想请你帮忙：收货电话要换成新的。,change_address,train,course-authored-synthetic,1.0.0
S0291,C0123,technical_help-14,麻烦确认一下，这个功能具体在哪里开启。,technical_help,validation,course-authored-synthetic,1.0.0
S0292,C0152,payment-07,麻烦确认一下，支付页面打不开。,payment,train,course-authored-synthetic,1.0.0
S0293,C0071,warranty-08,麻烦确认一下，超过质保时间维修怎么收费。,warranty,train,course-authored-synthetic,1.0.0
S0294,C0246,unknown-validation-02,想请你帮忙：请给我讲一个太空故事。,unknown,validation,course-authored-synthetic,1.0.0
S0295,C0245,technical_help-04,麻烦确认一下，首次开机要怎么配置。,technical_help,train,course-authored-synthetic,1.0.0
S0296,C0208,return_request-17,别查退款进度，我还没申请退货。,return_request,test,course-authored-synthetic,1.0.0
S0297,C0249,technical_help-09,麻烦确认一下，如何设置设备参数。,technical_help,train,course-authored-synthetic,1.0.0
S0298,C0236,shipping_status-10,我这边的情况是：我需要查收货时间，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S0299,C0179,change_address-18,麻烦确认一下，收件地点写成旧办公室了。,change_address,test,course-authored-synthetic,1.0.0
S0300,C0019,shipping_status-14,你好，还没收到东西想查运单？,shipping_status,validation,course-authored-synthetic,1.0.0
S0301,C0148,invoice-09,我这边的情况是：请修改发票信息，谢谢。,invoice,train,course-authored-synthetic,1.0.0
S0302,C0094,product_info-10,想请你帮忙：想问新型号的价格。,product_info,train,course-authored-synthetic,1.0.0
S0303,C0018,payment-04,麻烦确认一下，订单支付一直转圈。,payment,train,course-authored-synthetic,1.0.0
S0304,C0030,change_address-00,想请你帮忙：还没发货想修改收货地址。,change_address,train,course-authored-synthetic,1.0.0
S0305,C0060,return_request-09,想请你帮忙：这个产品我不要了，已经签收要退。,return_request,train,course-authored-synthetic,1.0.0
S0306,C0220,return_request-04,想请你帮忙：收到后不满意要退掉商品。,return_request,train,course-authored-synthetic,1.0.0
S0307,C0213,unknown-validation-07,我想查询航班起飞时间。,unknown,validation,course-authored-synthetic,1.0.0
S0308,C0138,warranty-04,我这边的情况是：维修服务网点在哪里，谢谢。,warranty,train,course-authored-synthetic,1.0.0
S0309,C0146,shipping_status-01,你好，快递已经发出了吗？,shipping_status,train,course-authored-synthetic,1.0.0
S0310,C0052,complaint-08,你好，请让负责人处理我的投诉？,complaint,train,course-authored-synthetic,1.0.0
S0311,C0206,change_address-16,你好，不是催物流，是要改配送地址？,change_address,test,course-authored-synthetic,1.0.0
S0312,C0112,refund_status-09,想请你帮忙：售后退款一直显示处理中。,refund_status,train,course-authored-synthetic,1.0.0
S0313,C0153,return_request-10,想请你帮忙：需要上门取件退货。,return_request,train,course-authored-synthetic,1.0.0
S0314,C0254,warranty-13,想请你帮忙：质保范围包含电池吗。,warranty,validation,course-authored-synthetic,1.0.0
S0315,C0016,product_info-11,麻烦确认一下，商品支持多大功率。,product_info,train,course-authored-synthetic,1.0.0
S0316,C0070,refund_status-15,你好，售后退钱现在走到哪一步？,refund_status,validation,course-authored-synthetic,1.0.0
S0317,C0065,change_address-15,麻烦确认一下，旧地址不用了请更换目的地。,change_address,validation,course-authored-synthetic,1.0.0
S0318,C0217,technical_help-02,我这边的情况是：请教一下使用步骤，谢谢。,technical_help,train,course-authored-synthetic,1.0.0
S0319,C0091,payment-18,麻烦确认一下，收银台提示交易被拒绝。,payment,test,course-authored-synthetic,1.0.0
S0320,C0070,refund_status-15,我这边的情况是：售后退钱现在走到哪一步，谢谢。,refund_status,validation,course-authored-synthetic,1.0.0
S0321,C0100,payment-01,麻烦确认一下，支付时提示余额不足。,payment,train,course-authored-synthetic,1.0.0
S0322,C0117,invoice-00,你好，怎么开电子发票？,invoice,train,course-authored-synthetic,1.0.0
S0323,C0215,cancel_order-04,你好，未付款的订单怎么取消？,cancel_order,train,course-authored-synthetic,1.0.0
S0324,C0209,invoice-15,你好，开具的票据在哪里领取？,invoice,validation,course-authored-synthetic,1.0.0
S0325,C0104,shipping_status-08,麻烦确认一下，显示揽收后一直没有动静。,shipping_status,train,course-authored-synthetic,1.0.0
S0326,C0109,invoice-17,我这边的情况是：付款没问题，只是开票失败，谢谢。,invoice,test,course-authored-synthetic,1.0.0
S0327,C0090,unknown-validation-04,麻烦确认一下，帮我翻译一句英文。,unknown,validation,course-authored-synthetic,1.0.0
S0328,C0015,cancel_order-03,你好，我下错单了现在想撤销？,cancel_order,train,course-authored-synthetic,1.0.0
S0329,C0205,technical_help-11,你好，安装软件时提示报错？,technical_help,train,course-authored-synthetic,1.0.0
S0330,C0045,shipping_status-02,你好，帮我查一下物流进度？,shipping_status,train,course-authored-synthetic,1.0.0
S0331,C0008,exchange_request-16,麻烦确认一下，不是维修，希望直接换货。,exchange_request,test,course-authored-synthetic,1.0.0
S0332,C0255,cancel_order-08,想请你帮忙：我不买了请关掉订单。,cancel_order,train,course-authored-synthetic,1.0.0
S0333,C0180,shipping_status-12,我这边的情况是：物流停在中转站两天了，谢谢。,shipping_status,validation,course-authored-synthetic,1.0.0
S0334,C0249,technical_help-09,如何设置设备参数。,technical_help,train,course-authored-synthetic,1.0.0
S0335,C0019,shipping_status-14,我这边的情况是：还没收到东西想查运单，谢谢。,shipping_status,validation,course-authored-synthetic,1.0.0
S0336,C0208,return_request-17,想请你帮忙：别查退款进度，我还没申请退货。,return_request,test,course-authored-synthetic,1.0.0
S0337,C0011,invoice-10,我这边的情况是：我想申请纸质发票，谢谢。,invoice,train,course-authored-synthetic,1.0.0
S0338,C0045,shipping_status-02,帮我查一下物流进度。,shipping_status,train,course-authored-synthetic,1.0.0
S0339,C0134,exchange_request-06,麻烦确认一下，能给我重新换一台吗。,exchange_request,train,course-authored-synthetic,1.0.0
S0340,C0076,cancel_order-09,麻烦确认一下，撤销刚提交的购买订单。,cancel_order,train,course-authored-synthetic,1.0.0
S0341,C0203,invoice-13,我这边的情况是：税号填错导致票据无法报销，谢谢。,invoice,validation,course-authored-synthetic,1.0.0
S0342,C0106,cancel_order-13,想请你帮忙：这单尚未出库，帮我撤回。,cancel_order,validation,course-authored-synthetic,1.0.0
S0343,C0007,payment-17,麻烦确认一下，发票以后再说，现在支付失败。,payment,test,course-authored-synthetic,1.0.0
S0344,C0001,unknown-validation-06,麻烦确认一下，写一首关于春天的诗。,unknown,validation,course-authored-synthetic,1.0.0
S0345,C0012,shipping_status-05,你好，我想看运输状态？,shipping_status,train,course-authored-synthetic,1.0.0
S0346,C0070,refund_status-15,麻烦确认一下，售后退钱现在走到哪一步。,refund_status,validation,course-authored-synthetic,1.0.0
S0347,C0047,invoice-02,你好，我需要增值税发票？,invoice,train,course-authored-synthetic,1.0.0
S0348,C0008,exchange_request-16,想请你帮忙：不是维修，希望直接换货。,exchange_request,test,course-authored-synthetic,1.0.0
S0349,C0113,return_request-15,麻烦确认一下，包装还在我想办退货手续。,return_request,validation,course-authored-synthetic,1.0.0
S0350,C0027,payment-12,你好，支付按钮点了没反应？,payment,validation,course-authored-synthetic,1.0.0
S0351,C0048,complaint-02,请给我投诉渠道。,complaint,train,course-authored-synthetic,1.0.0
S0352,C0038,change_address-19,想请你帮忙：包裹上的联系人名字要纠正。,change_address,test,course-authored-synthetic,1.0.0
S0353,C0207,change_address-11,你好，给我改一下收件人的手机号？,change_address,train,course-authored-synthetic,1.0.0
S0354,C0149,refund_status-18,你好，支付账户没有收到返还的金额？,refund_status,test,course-authored-synthetic,1.0.0
S0355,C0040,warranty-02,你好，坏了能免费维修吗？,warranty,train,course-authored-synthetic,1.0.0
S0356,C0024,complaint-09,我这边的情况是：客服说话不礼貌我要反馈，谢谢。,complaint,train,course-authored-synthetic,1.0.0
S0357,C0072,warranty-10,怎么预约上门维修。,warranty,train,course-authored-synthetic,1.0.0
S0358,C0190,unknown-validation-05,周末附近有演唱会吗。,unknown,validation,course-authored-synthetic,1.0.0
S0359,C0238,technical_help-00,麻烦确认一下，设备怎么安装。,technical_help,train,course-authored-synthetic,1.0.0
S0360,C0087,product_info-06,你好，两款型号有什么区别？,product_info,train,course-authored-synthetic,1.0.0
S0361,C0193,change_address-02,我这边的情况是：请更改订单配送地址，谢谢。,change_address,train,course-authored-synthetic,1.0.0
S0362,C0109,invoice-17,付款没问题，只是开票失败。,invoice,test,course-authored-synthetic,1.0.0
S0363,C0096,shipping_status-04,麻烦确认一下，发货以后一直没更新物流。,shipping_status,train,course-authored-synthetic,1.0.0
S0364,C0132,exchange_request-11,请给我一个换货单。,exchange_request,train,course-authored-synthetic,1.0.0
S0365,C0211,unknown-test-07,我这边的情况是：能不能帮我规划旅游路线，谢谢。,unknown,test,course-authored-synthetic,1.0.0
S0366,C0029,shipping_status-00,想请你帮忙：订单的物流走到哪里了。,shipping_status,train,course-authored-synthetic,1.0.0
S0367,C0079,refund_status-07,你好，退款金额怎么还没退回来？,refund_status,train,course-authored-synthetic,1.0.0
S0368,C0201,product_info-08,想请你帮忙：购买前想了解电池容量。,product_info,train,course-authored-synthetic,1.0.0
S0369,C0030,change_address-00,你好，还没发货想修改收货地址？,change_address,train,course-authored-synthetic,1.0.0
S0370,C0112,refund_status-09,你好，售后退款一直显示处理中？,refund_status,train,course-authored-synthetic,1.0.0
S0371,C0219,complaint-18,你好，请对工作人员的敷衍做出处理？,complaint,test,course-authored-synthetic,1.0.0
S0372,C0142,return_request-19,签收的货想退掉，不是取消未发货订单。,return_request,test,course-authored-synthetic,1.0.0
S0373,C0223,cancel_order-07,麻烦确认一下，订单没出库可以撤单吗。,cancel_order,train,course-authored-synthetic,1.0.0
S0374,C0159,payment-06,你好，可以用哪种方式付款？,payment,train,course-authored-synthetic,1.0.0
S0375,C0035,change_address-04,地址填错了需要修改。,change_address,train,course-authored-synthetic,1.0.0
S0376,C0195,invoice-12,想请你帮忙：已付款想取得报销发票。,invoice,validation,course-authored-synthetic,1.0.0
S0377,C0126,cancel_order-17,你好，不是退货，是还没寄出的订单不要了？,cancel_order,test,course-authored-synthetic,1.0.0
S0378,C0247,shipping_status-17,麻烦确认一下，没打算取消，想催一下发货。,shipping_status,test,course-authored-synthetic,1.0.0
S0379,C0216,complaint-17,物流已经到了，投诉的是客服辱骂。,complaint,test,course-authored-synthetic,1.0.0
S0380,C0099,warranty-16,你好，不要求换货，只想送去维修？,warranty,test,course-authored-synthetic,1.0.0
S0381,C0139,payment-19,我这边的情况是：已经扣费却说我还没有完成支付，谢谢。,payment,test,course-authored-synthetic,1.0.0
S0382,C0069,invoice-04,麻烦确认一下，发票在哪里下载。,invoice,train,course-authored-synthetic,1.0.0
S0383,C0202,product_info-03,你好，产品支持哪些接口？,product_info,train,course-authored-synthetic,1.0.0
S0384,C0245,technical_help-04,想请你帮忙：首次开机要怎么配置。,technical_help,train,course-authored-synthetic,1.0.0
S0385,C0090,unknown-validation-04,想请你帮忙：帮我翻译一句英文。,unknown,validation,course-authored-synthetic,1.0.0
S0386,C0090,unknown-validation-04,帮我翻译一句英文。,unknown,validation,course-authored-synthetic,1.0.0
S0387,C0061,return_request-18,我这边的情况是：已经拆封但不需要了能寄回吗，谢谢。,return_request,test,course-authored-synthetic,1.0.0
S0388,C0046,invoice-01,麻烦确认一下，发票抬头写错了。,invoice,train,course-authored-synthetic,1.0.0
S0389,C0049,product_info-15,打算采购，能提供参数表吗。,product_info,validation,course-authored-synthetic,1.0.0
S0390,C0067,complaint-16,不是问退款进度，我要投诉处理态度。,complaint,test,course-authored-synthetic,1.0.0
S0391,C0071,warranty-08,超过质保时间维修怎么收费。,warranty,train,course-authored-synthetic,1.0.0
S0392,C0089,unknown-test-02,麻烦确认一下，帮我预测足球比赛结果。,unknown,test,course-authored-synthetic,1.0.0
S0393,C0229,complaint-11,你好，告诉我服务投诉电话？,complaint,train,course-authored-synthetic,1.0.0
S0394,C0054,refund_status-17,不是要重新退货，只查之前退的钱。,refund_status,test,course-authored-synthetic,1.0.0
S0395,C0193,change_address-02,请更改订单配送地址。,change_address,train,course-authored-synthetic,1.0.0
S0396,C0157,complaint-01,你好，服务太差我要投诉？,complaint,train,course-authored-synthetic,1.0.0
S0397,C0043,refund_status-00,退款什么时候到账。,refund_status,train,course-authored-synthetic,1.0.0
S0398,C0168,refund_status-10,想请你帮忙：账户里没看到退回款项。,refund_status,train,course-authored-synthetic,1.0.0
S0399,C0124,technical_help-01,你好，蓝牙连接不上怎么办？,technical_help,train,course-authored-synthetic,1.0.0
S0400,C0224,exchange_request-01,麻烦确认一下，收到的型号不对想换一个。,exchange_request,train,course-authored-synthetic,1.0.0
S0401,C0140,product_info-14,想请你帮忙：这个型号的重量和尺寸能介绍吗。,product_info,validation,course-authored-synthetic,1.0.0
S0402,C0012,shipping_status-05,想请你帮忙：我想看运输状态。,shipping_status,train,course-authored-synthetic,1.0.0
S0403,C0220,return_request-04,我这边的情况是：收到后不满意要退掉商品，谢谢。,return_request,train,course-authored-synthetic,1.0.0
S0404,C0057,cancel_order-10,你好，请取消这个预订？,cancel_order,train,course-authored-synthetic,1.0.0
S0405,C0199,return_request-08,商品寄回商家要走什么流程。,return_request,train,course-authored-synthetic,1.0.0
S0406,C0253,technical_help-12,重置以后如何重新联网。,technical_help,validation,course-authored-synthetic,1.0.0
S0407,C0167,product_info-13,你好，订购前想确认兼容哪些设备？,product_info,validation,course-authored-synthetic,1.0.0
S0408,C0238,technical_help-00,你好，设备怎么安装？,technical_help,train,course-authored-synthetic,1.0.0
S0409,C0172,refund_status-08,我这边的情况是：我只想查询退款到账时间，谢谢。,refund_status,train,course-authored-synthetic,1.0.0
S0410,C0041,exchange_request-08,麻烦确认一下，换货要先寄回旧的吗。,exchange_request,train,course-authored-synthetic,1.0.0
S0411,C0148,invoice-09,麻烦确认一下，请修改发票信息。,invoice,train,course-authored-synthetic,1.0.0
S0412,C0197,shipping_status-19,麻烦确认一下，能帮我查配送卡在哪一站吗。,shipping_status,test,course-authored-synthetic,1.0.0
S0413,C0071,warranty-08,你好，超过质保时间维修怎么收费？,warranty,train,course-authored-synthetic,1.0.0
S0414,C0089,unknown-test-02,想请你帮忙：帮我预测足球比赛结果。,unknown,test,course-authored-synthetic,1.0.0
S0415,C0185,product_info-09,你好，这个系列有几种颜色？,product_info,train,course-authored-synthetic,1.0.0
S0416,C0156,refund_status-16,麻烦确认一下，退货物流已结束，为什么款没到。,refund_status,test,course-authored-synthetic,1.0.0
S0417,C0156,refund_status-16,你好，退货物流已结束，为什么款没到？,refund_status,test,course-authored-synthetic,1.0.0
S0418,C0068,warranty-03,麻烦确认一下，保修卡丢了还能修吗。,warranty,train,course-authored-synthetic,1.0.0
S0419,C0134,exchange_request-06,我这边的情况是：能给我重新换一台吗，谢谢。,exchange_request,train,course-authored-synthetic,1.0.0
S0420,C0158,warranty-06,保修期限是多久。,warranty,train,course-authored-synthetic,1.0.0
S0421,C0013,refund_status-12,我这边的情况是：退还款项还在审核吗，谢谢。,refund_status,validation,course-authored-synthetic,1.0.0
S0422,C0164,warranty-05,我这边的情况是：这台设备需要送修，谢谢。,warranty,train,course-authored-synthetic,1.0.0
S0423,C0183,invoice-03,我这边的情况是：帮我补开发票，谢谢。,invoice,train,course-authored-synthetic,1.0.0
S0424,C0073,product_info-12,你好，还没买，想比较不同版本？,product_info,validation,course-authored-synthetic,1.0.0
S0425,C0164,warranty-05,想请你帮忙：这台设备需要送修。,warranty,train,course-authored-synthetic,1.0.0
S0426,C0007,payment-17,我这边的情况是：发票以后再说，现在支付失败，谢谢。,payment,test,course-authored-synthetic,1.0.0
S0427,C0127,return_request-13,退货运费由谁承担。,return_request,validation,course-authored-synthetic,1.0.0
S0428,C0021,cancel_order-12,你好，待处理订单需要关闭？,cancel_order,validation,course-authored-synthetic,1.0.0
S0429,C0165,cancel_order-05,我这边的情况是：请终止这笔待发货订单，谢谢。,cancel_order,train,course-authored-synthetic,1.0.0
S0430,C0157,complaint-01,我这边的情况是：服务太差我要投诉，谢谢。,complaint,train,course-authored-synthetic,1.0.0
S0431,C0135,payment-13,想请你帮忙：钱扣走了订单仍是待付款。,payment,validation,course-authored-synthetic,1.0.0
S0432,C0105,payment-02,你好，扣款两次请帮我核实？,payment,train,course-authored-synthetic,1.0.0
S0433,C0176,payment-16,不是问退款，我遇到重复扣款。,payment,test,course-authored-synthetic,1.0.0
S0434,C0163,exchange_request-15,我需要更换收到的错误商品。,exchange_request,validation,course-authored-synthetic,1.0.0
S0435,C0061,return_request-18,你好，已经拆封但不需要了能寄回吗？,return_request,test,course-authored-synthetic,1.0.0
S0436,C0179,change_address-18,收件地点写成旧办公室了。,change_address,test,course-authored-synthetic,1.0.0
S0437,C0221,cancel_order-16,不用查物流，请直接取消订单。,cancel_order,test,course-authored-synthetic,1.0.0
S0438,C0111,change_address-14,麻烦确认一下，联系人换了需要改收货资料。,change_address,validation,course-authored-synthetic,1.0.0
S0439,C0152,payment-07,我这边的情况是：支付页面打不开，谢谢。,payment,train,course-authored-synthetic,1.0.0
S0440,C0104,shipping_status-08,我这边的情况是：显示揽收后一直没有动静，谢谢。,shipping_status,train,course-authored-synthetic,1.0.0
S0441,C0003,warranty-17,麻烦确认一下，不是安装问题，设备损坏需要报修。,warranty,test,course-authored-synthetic,1.0.0
S0442,C0198,product_info-02,我这边的情况是：这个型号的尺寸是多少，谢谢。,product_info,train,course-authored-synthetic,1.0.0
S0443,C0017,technical_help-03,机器如何恢复出厂设置。,technical_help,train,course-authored-synthetic,1.0.0
S0444,C0239,warranty-09,想请你帮忙：设备损坏需要售后维修。,warranty,train,course-authored-synthetic,1.0.0
S0445,C0231,warranty-07,想请你帮忙：请帮我查询维修进度。,warranty,train,course-authored-synthetic,1.0.0
S0446,C0148,invoice-09,你好，请修改发票信息？,invoice,train,course-authored-synthetic,1.0.0
S0447,C0063,complaint-05,我要举报这次服务体验。,complaint,train,course-authored-synthetic,1.0.0
S0448,C0132,exchange_request-11,我这边的情况是：请给我一个换货单，谢谢。,exchange_request,train,course-authored-synthetic,1.0.0
S0449,C0038,change_address-19,麻烦确认一下，包裹上的联系人名字要纠正。,change_address,test,course-authored-synthetic,1.0.0
S0450,C0034,payment-10,我这边的情况是：付款验证码收不到，谢谢。,payment,train,course-authored-synthetic,1.0.0
S0451,C0028,product_info-04,我这边的情况是：下单前想问有没有货，谢谢。,product_info,train,course-authored-synthetic,1.0.0
S0452,C0116,technical_help-06,你好，驱动程序在哪里下载？,technical_help,train,course-authored-synthetic,1.0.0
S0453,C0181,invoice-11,想请你帮忙：开票金额不对请处理。,invoice,train,course-authored-synthetic,1.0.0
S0454,C0195,invoice-12,你好，已付款想取得报销发票？,invoice,validation,course-authored-synthetic,1.0.0
S0455,C0226,refund_status-04,我这边的情况是：已经退货了我想查钱的去向，谢谢。,refund_status,train,course-authored-synthetic,1.0.0
S0456,C0178,exchange_request-12,想请你帮忙：到货颜色和需求不符希望调换。,exchange_request,validation,course-authored-synthetic,1.0.0
S0457,C0125,technical_help-08,麻烦确认一下，说明书里这一步看不懂。,technical_help,train,course-authored-synthetic,1.0.0
S0458,C0015,cancel_order-03,我下错单了现在想撤销。,cancel_order,train,course-authored-synthetic,1.0.0
S0459,C0103,complaint-03,我这边的情况是：我要找主管反馈服务问题，谢谢。,complaint,train,course-authored-synthetic,1.0.0
S0460,C0186,complaint-10,你好，我要对这次服务提出正式投诉？,complaint,train,course-authored-synthetic,1.0.0
S0461,C0201,product_info-08,我这边的情况是：购买前想了解电池容量，谢谢。,product_info,train,course-authored-synthetic,1.0.0
S0462,C0034,payment-10,付款验证码收不到。,payment,train,course-authored-synthetic,1.0.0
S0463,C0038,change_address-19,我这边的情况是：包裹上的联系人名字要纠正，谢谢。,change_address,test,course-authored-synthetic,1.0.0
S0464,C0214,payment-00,想请你帮忙：付款失败怎么办。,payment,train,course-authored-synthetic,1.0.0
S0465,C0178,exchange_request-12,麻烦确认一下，到货颜色和需求不符希望调换。,exchange_request,validation,course-authored-synthetic,1.0.0
S0466,C0058,product_info-05,麻烦确认一下，这个商品是什么材质。,product_info,train,course-authored-synthetic,1.0.0
S0467,C0188,technical_help-13,你好，固件更新卡住了怎么恢复？,technical_help,validation,course-authored-synthetic,1.0.0
S0468,C0101,change_address-06,你好，收货电话要换成新的？,change_address,train,course-authored-synthetic,1.0.0
S0469,C0197,shipping_status-19,想请你帮忙：能帮我查配送卡在哪一站吗。,shipping_status,test,course-authored-synthetic,1.0.0
S0470,C0174,warranty-14,想请你帮忙：想找官方修理中心。,warranty,validation,course-authored-synthetic,1.0.0
S0471,C0184,warranty-15,维修后的设备多久寄回来。,warranty,validation,course-authored-synthetic,1.0.0
S0472,C0047,invoice-02,想请你帮忙：我需要增值税发票。,invoice,train,course-authored-synthetic,1.0.0
S0473,C0088,shipping_status-07,麻烦确认一下，订单今天能发货吗。,shipping_status,train,course-authored-synthetic,1.0.0
S0474,C0222,refund_status-05,想请你帮忙：原路退回的钱还没到账。,refund_status,train,course-authored-synthetic,1.0.0
S0475,C0204,shipping_status-13,你好，快递员大概几点来？,shipping_status,validation,course-authored-synthetic,1.0.0
S0476,C0243,payment-15,想请你帮忙：结账可以分期付款吗。,payment,validation,course-authored-synthetic,1.0.0
S0477,C0044,cancel_order-19,我这边的情况是：没发货的这单请停止履约，谢谢。,cancel_order,test,course-authored-synthetic,1.0.0
S0478,C0124,technical_help-01,麻烦确认一下，蓝牙连接不上怎么办。,technical_help,train,course-authored-synthetic,1.0.0
S0479,C0176,payment-16,你好，不是问退款，我遇到重复扣款？,payment,test,course-authored-synthetic,1.0.0
S0480,C0134,exchange_request-06,你好，能给我重新换一台吗？,exchange_request,train,course-authored-synthetic,1.0.0
S0481,C0013,refund_status-12,想请你帮忙：退还款项还在审核吗。,refund_status,validation,course-authored-synthetic,1.0.0
S0482,C0095,warranty-00,想请你帮忙：产品还在保修期内吗。,warranty,train,course-authored-synthetic,1.0.0
S0483,C0045,shipping_status-02,麻烦确认一下，帮我查一下物流进度。,shipping_status,train,course-authored-synthetic,1.0.0
S0484,C0228,cancel_order-00,想请你帮忙：订单还没发货，我要取消。,cancel_order,train,course-authored-synthetic,1.0.0
S0485,C0036,exchange_request-10,尺寸不合适想换件大的。,exchange_request,train,course-authored-synthetic,1.0.0
S0486,C0065,change_address-15,旧地址不用了请更换目的地。,change_address,validation,course-authored-synthetic,1.0.0
